Ticker,Company,Date,Time,Quarter Ending,Market Cap
AI,L'Air Liquide S.A.,20-Feb-26,,Dec-25,1.1622E+11
BN,Danone S.A.,20-Feb-26,,Dec-25,54962670000
AAL,Anglo American plc,20-Feb-26,,Dec-25,52846510000
2887,"TS Financial Holding Co., Ltd.",20-Feb-26,,Dec-25,14923530000
LAMR,Lamar Advertising Company,20-Feb-26,,Dec-25,12472170000
SGRO,SEGRO Plc,20-Feb-26,,Dec-25,12118750000
HBM,Hudbay Minerals Inc.,20-Feb-26,,Dec-25,8459300000
SSW,Sibanye Stillwater Limited,20-Feb-26,,Dec-25,8043250000
ALK B,ALK-Abelló A/S,20-Feb-26,,Dec-25,7860820000
TXNM,"TXNM Energy, Inc.",20-Feb-26,,Dec-25,6422000000
MOL,MOL Magyar Olaj- és Gázipari Nyilvánosan Muködo Részvénytársaság,20-Feb-26,,Dec-25,5827090000
ONEX,Onex Corporation,20-Feb-26,,Dec-25,5366840000
PTGX,"Protagonist Therapeutics, Inc.",20-Feb-26,,Dec-25,5262570000
BCPC,Balchem Corporation,20-Feb-26,,Dec-25,4712170000
SFZN,Siegfried Holding AG,20-Feb-26,,Dec-25,4640500000
UMI,Umicore SA,20-Feb-26,,Dec-25,4424030000
TDS,"Telephone and Data Systems, Inc.",20-Feb-26,,Dec-25,4382580000
AD,"Array Digital Infrastructure, Inc.",20-Feb-26,,Dec-25,4379420000
EREGL,Eregli Demir ve Çelik Fabrikalari T.A.S.,20-Feb-26,,Dec-25,3965870000
COFB,Cofinimmo SA,20-Feb-26,,Dec-25,3319930000
WU,The Western Union Company,20-Feb-26,,Dec-25,2870140000
LLBN,Liechtensteinische Landesbank Aktiengesellschaft,20-Feb-26,,Dec-25,2860470000
SES,SECURE Waste Infrastructure Corp.,20-Feb-26,,Dec-25,2716210000
A036460,Korea Gas Corporation,20-Feb-26,,Dec-25,2409790000
CNU,Chorus Limited,21-Feb-26,,Dec-25,2254840000
RSG,Resolute Mining Limited,20-Feb-26,,Dec-25,1991700000
TCAP,Thanachart Capital Public Company Limited,20-Feb-26,,Dec-25,1902990000
CCOI,"Cogent Communications Holdings, Inc.",20-Feb-26,,Dec-25,1899120000
ASB,Austal Limited,20-Feb-26,,Dec-25,1897860000
2350,Saudi Kayan Petrochemical Company,20-Feb-26,,Dec-25,1876050000
MP1,Megaport Limited,20-Feb-26,,Dec-25,1834700000
8987,"Japan Excellent, Inc.",20-Feb-26,,Dec-25,1238540000
SYNSAM,Synsam AB (publ),20-Feb-26,,Dec-25,1029400000
SCANFL,Scanfil Oyj,20-Feb-26,,Dec-25,821550000
RCL,Regional Container Lines Public Company Limited,20-Feb-26,,Dec-25,756280000
MTHH,MT Højgaard Holding A/S,20-Feb-26,,Dec-25,664680000
EA,Energy Absolute Public Company Limited,20-Feb-26,,Dec-25,637880000
A006730,"Seobu T&D Co., Ltd.",20-Feb-26,,Dec-25,552150000
A019170,"Shinpoong Pharmaceutical Co.,Ltd",20-Feb-26,,Dec-25,516940000
OIS,"Oil States International, Inc.",20-Feb-26,,Dec-25,505450000
